"@timestamp",message,"kubernetes.pod.name"
"Feb 23, 2024 @ 10:48:58.429","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 98","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.424","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 93","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.415","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 83","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.409","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 78","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.404","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 73","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.399","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 68","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.394","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 63","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.389","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 59","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.384","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 53","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.379","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 48","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.374","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 42","latency-74975dc98-rrw6b"
